name,_id,run_start_time,run_end_time,status,status_message,add_thermochromic_bipv.facade,add_thermochromic_bipv.switch_t,change_building_location.weather_file_name,create_bar_from_building_type_ratios.wwr,window_pv_reporting.building_area_ft,window_pv_reporting.building_elec_apr,window_pv_reporting.building_elec_aug,window_pv_reporting.building_elec_dec,window_pv_reporting.building_elec_feb,window_pv_reporting.building_elec_jan,window_pv_reporting.building_elec_jul,window_pv_reporting.building_elec_jun,window_pv_reporting.building_elec_mar,window_pv_reporting.building_elec_may,window_pv_reporting.building_elec_nov,window_pv_reporting.building_elec_oct,window_pv_reporting.building_elec_sep,window_pv_reporting.building_gas_apr,window_pv_reporting.building_gas_aug,window_pv_reporting.building_gas_dec,window_pv_reporting.building_gas_feb,window_pv_reporting.building_gas_jan,window_pv_reporting.building_gas_jul,window_pv_reporting.building_gas_jun,window_pv_reporting.building_gas_mar,window_pv_reporting.building_gas_may,window_pv_reporting.building_gas_nov,window_pv_reporting.building_gas_oct,window_pv_reporting.building_gas_sep,window_pv_reporting.capacity_factor,window_pv_reporting.light_energy_apr,window_pv_reporting.light_energy_aug,window_pv_reporting.light_energy_dec,window_pv_reporting.light_energy_feb,window_pv_reporting.light_energy_jan,window_pv_reporting.light_energy_jul,window_pv_reporting.light_energy_jun,window_pv_reporting.light_energy_mar,window_pv_reporting.light_energy_may,window_pv_reporting.light_energy_nov,window_pv_reporting.light_energy_oct,window_pv_reporting.light_energy_sep,window_pv_reporting.panel_dc_gen_apr,window_pv_reporting.panel_dc_gen_aug,window_pv_reporting.panel_dc_gen_dec,window_pv_reporting.panel_dc_gen_feb,window_pv_reporting.panel_dc_gen_jan,window_pv_reporting.panel_dc_gen_jul,window_pv_reporting.panel_dc_gen_jun,window_pv_reporting.panel_dc_gen_mar,window_pv_reporting.panel_dc_gen_may,window_pv_reporting.panel_dc_gen_nov,window_pv_reporting.panel_dc_gen_oct,window_pv_reporting.panel_dc_gen_sep,window_pv_reporting.total_electricity,window_pv_reporting.total_electricity_cooling,window_pv_reporting.total_electricity_heating,window_pv_reporting.total_electricity_lighting,window_pv_reporting.total_gas,window_pv_reporting.total_gas_heating,window_pv_reporting.total_pv
DOE Autogenerated 288,11a7e8be-45ec-43e4-9c39-30d964aba241,2020-06-30T21:45:32.699Z,2020-06-30T21:49:38.074Z,completed,completed normal,S,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,114.46,161.63,112.0,104.75,114.4,146.7,130.86,119.41,122.22,121.69,130.59,147.94,7.32,7.87,8.1,7.27,8.14,7.48,7.38,8.08,7.76,7.63,7.61,7.43,0.187714,25.25,28.14,27.41,25.23,28.02,26.25,26.88,28.48,28.01,28.03,27.62,26.72,3.19,0.98,19.1,15.17,15.96,0.51,0.46,6.36,0.54,22.89,16.93,12.43,1526.640015,237.139999,0.0,326.040009,92.050003,2.6,114.513755
DOE Autogenerated 73,11ae0e9c-6379-4323-ac95-34be4a1344c6,2020-06-30T21:25:27.284Z,2020-06-30T21:29:10.343Z,completed,completed normal,S,25.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,94.87,111.69,120.12,102.79,120.06,113.34,109.11,108.71,103.61,115.01,108.18,98.93,24.91,9.77,153.88,102.58,149.38,9.43,9.71,77.35,10.78,126.08,54.06,11.42,0.226104,26.07,29.98,32.77,27.78,32.87,29.12,29.53,29.68,29.44,31.78,29.67,27.47,13.24,13.84,0.03,0.62,0.09,13.94,13.89,4.46,14.53,0.14,2.31,7.78,1306.410034,34.200001,0.0,356.160004,739.369995,623.549988,84.882047
DOE Autogenerated 383,11b2cbaa-9756-479a-8880-5f260a487454,2020-06-30T21:55:31.575Z,2020-06-30T21:59:31.538Z,completed,completed normal,S,35.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,102.4,120.91,134.83,113.98,133.51,127.78,121.49,119.07,111.15,127.8,117.53,105.54,22.15,9.77,205.16,117.7,187.82,9.39,9.7,71.44,10.49,155.14,55.65,12.24,0.124735,24.35,27.19,32.45,26.68,32.15,25.25,25.81,28.16,26.92,30.72,28.33,25.84,14.21,20.51,0.06,0.61,0.2,21.33,17.51,1.53,19.4,0.32,1.62,8.06,1435.97998,50.490002,0.13,333.859985,866.669983,750.849976,105.360192
DOE Autogenerated 295,11c23422-9519-4b83-9e7f-dba4bd92541b,2020-06-30T21:45:55.223Z,2020-06-30T21:49:44.913Z,completed,completed normal,ESW,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,119.03,168.17,115.89,108.76,118.34,152.87,135.5,123.29,126.01,126.49,136.97,155.8,7.34,7.86,8.05,7.26,8.09,7.47,7.39,8.11,7.76,7.63,7.62,7.45,0.059243,25.13,28.03,27.39,25.19,27.99,26.16,26.8,28.4,27.96,27.97,27.44,26.24,5.32,9.44,9.26,6.33,8.27,7.18,4.04,3.99,1.84,14.48,5.63,8.56,1587.130005,263.359985,0.0,324.709991,92.040001,2.59,84.328691
DOE Autogenerated 203,139f8388-c311-4204-986e-257e0235d968,2020-06-30T21:37:24.144Z,2020-06-30T21:40:59.004Z,completed,completed normal,S,5.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,98.5,114.68,123.31,105.3,122.55,115.42,110.83,111.94,107.04,117.42,111.77,103.87,34.18,9.9,186.59,124.07,178.3,9.39,9.7,98.22,11.6,152.29,69.41,14.28,0.367251,28.08,33.83,32.55,27.46,32.43,31.83,32.64,29.85,33.69,31.16,30.84,31.46,34.72,28.46,0.05,8.76,0.96,28.48,28.98,24.24,32.3,2.92,13.08,21.07,1342.650024,27.709999,0.03,375.820007,897.909973,782.090027,224.039125
DOE Autogenerated 87,13d21dc4-8405-41ae-9754-d5416f912f07,2020-06-30T21:28:26.023Z,2020-06-30T21:32:07.438Z,completed,completed normal,W,40.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,97.85,116.18,124.08,106.12,124.05,118.79,114.17,111.89,107.71,118.71,111.25,101.86,22.94,9.76,149.83,99.52,145.45,9.43,9.72,73.77,10.7,122.89,51.22,10.98,0.028496,25.79,28.85,32.77,27.77,32.87,26.89,27.44,29.65,28.61,31.78,29.65,27.28,0.42,1.12,0.0,0.04,0.01,1.95,2.35,0.14,0.9,0.02,0.06,0.13,1352.670044,45.529999,0.01,349.329987,716.210022,600.390015,7.131919
DOE Autogenerated 88,13d7d649-3492-4f8d-9311-858cd7389b49,2020-06-30T21:28:26.625Z,2020-06-30T21:32:28.137Z,completed,completed normal,S,40.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,97.85,116.18,124.08,106.12,124.05,118.79,114.17,111.89,107.71,118.71,111.25,101.86,22.94,9.76,149.83,99.52,145.45,9.43,9.72,73.77,10.7,122.89,51.22,10.98,0.063,25.79,28.85,32.77,27.77,32.87,26.89,27.44,29.65,28.61,31.78,29.65,27.28,2.32,5.87,0.03,0.27,0.09,5.69,3.6,0.53,3.61,0.14,0.28,1.23,1352.670044,45.529999,0.01,349.329987,716.210022,600.390015,23.650805
DOE Autogenerated 317,13dfda30-a0ef-41ae-b2c1-125014e6f361,2020-06-30T21:48:14.613Z,2020-06-30T21:53:10.364Z,completed,completed normal,W,20.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.28,227.95,124.47,121.14,126.68,218.46,209.61,145.14,193.97,144.98,171.42,194.99,6.61,6.17,8.43,7.4,8.91,5.83,5.91,7.62,6.53,7.27,6.96,6.22,0.458775,30.49,34.64,28.77,27.92,29.65,32.4,33.29,33.2,34.67,31.31,32.79,32.22,21.66,25.58,13.25,17.57,15.35,25.94,26.43,21.82,26.48,16.92,23.39,23.95,2029.089966,613.340027,0.0,381.320007,83.860001,6.47,258.344361
DOE Autogenerated 264,15116c16-dce2-42bf-8c9f-83b1ef326aaa,2020-06-30T21:44:15.475Z,2020-06-30T21:47:15.997Z,completed,completed normal,N,15.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,107.82,149.12,107.8,100.13,110.34,135.25,122.34,113.63,115.49,114.77,121.08,137.31,7.28,7.76,8.44,7.32,8.43,7.38,7.35,8.12,7.7,7.63,7.56,7.36,0.181422,30.85,34.74,30.92,29.19,31.83,32.58,33.5,34.01,34.86,32.01,32.66,32.3,10.69,11.41,4.72,6.09,5.19,14.08,13.89,8.88,13.04,5.84,7.85,9.0,1435.060059,149.550003,0.0,389.450012,92.330002,2.89,110.675318
DOE Autogenerated 327,15925ed1-165b-4b7a-963f-384a6d5afba3,2020-06-30T21:48:55.660Z,2020-06-30T21:53:57.952Z,completed,completed normal,W,30.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,152.71,228.76,127.99,125.18,130.85,219.6,210.79,148.58,195.53,147.18,172.85,195.6,6.63,6.18,8.26,7.33,8.68,5.82,5.91,7.7,6.53,7.32,6.98,6.2,0.404527,28.15,34.09,26.95,25.59,27.52,31.99,32.85,29.74,33.4,28.31,30.46,30.94,18.46,25.05,9.45,13.87,10.85,25.37,25.68,17.18,24.91,13.31,20.69,22.98,2055.620117,652.630005,0.0,359.980011,83.529999,6.14,227.796307
DOE Autogenerated 139,15c220c0-b2ac-4dfe-9808-5672fd61bbbd,2020-06-30T21:32:16.176Z,2020-06-30T21:35:47.426Z,completed,completed normal,N,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,111.91,151.51,110.92,103.54,113.24,138.62,126.99,117.72,120.47,119.33,126.14,139.68,7.45,7.86,8.02,7.29,8.1,7.54,7.49,8.17,7.85,7.71,7.7,7.49,0.005461,26.16,29.23,28.31,26.14,29.0,27.26,27.88,29.46,29.02,28.98,28.72,27.69,0.2,0.21,0.1,0.12,0.1,0.26,0.25,0.17,0.24,0.11,0.14,0.16,1480.060059,222.479996,0.0,337.839996,92.669998,3.23,2.04994
DOE Autogenerated 3,15eb6393-35eb-4d55-8a6c-26c61a1d0b8c,2020-06-30T21:20:53.155Z,2020-06-30T21:24:21.612Z,completed,completed normal,S,5.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.58,200.98,119.07,114.43,120.07,192.4,185.62,135.72,173.07,135.12,155.24,172.75,6.59,6.1,7.91,7.15,8.35,5.76,5.85,7.63,6.47,7.3,6.92,6.13,0.517181,31.33,35.06,32.17,30.46,32.91,32.78,33.65,34.94,35.04,32.94,33.64,32.56,11.9,11.19,21.16,19.85,24.31,8.15,7.21,17.58,9.12,23.59,23.53,16.55,1842.050049,480.910004,0.0,397.48999,82.169998,4.78,194.155963
DOE Autogenerated 235,1619481b-a63a-4bc5-ad10-1def7a7a691a,2020-06-30T21:41:01.141Z,2020-06-30T21:44:43.123Z,completed,completed normal,ESW,35.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,98.28,116.81,126.94,107.57,126.1,121.81,116.51,112.61,108.21,120.55,111.91,101.87,23.82,9.78,182.42,116.72,174.51,9.43,9.71,79.02,10.61,148.17,59.14,11.85,0.091459,24.87,27.81,32.55,27.0,32.37,25.89,26.45,28.66,27.55,31.04,28.72,26.31,12.75,23.1,0.05,0.64,0.19,30.15,26.57,1.67,26.52,0.31,1.45,6.78,1369.160034,49.080002,0.04,339.220001,835.169983,719.349976,130.186023
DOE Autogenerated 101,1685d2ca-cc10-46b8-b9ee-c69dbfc032a6,2020-06-30T21:28:57.573Z,2020-06-30T21:32:17.373Z,completed,completed normal,E,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.56,101.09,111.02,133.49,122.93,114.51,116.92,115.3,121.49,134.93,7.36,7.81,8.2,7.32,8.32,7.46,7.44,8.21,7.81,7.67,7.64,7.43,0.388732,31.32,35.06,32.12,30.2,33.14,32.83,33.72,34.91,35.09,32.77,33.39,32.54,10.09,9.8,6.06,6.44,6.01,9.73,9.23,8.47,9.03,6.65,7.07,8.72,1434.800049,155.25,0.0,397.089996,92.660004,3.21,97.289625
DOE Autogenerated 277,16ea7bcb-e33f-4570-98ac-7835713c6d1e,2020-06-30T21:45:03.662Z,2020-06-30T21:48:28.735Z,completed,completed normal,W,30.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,108.24,152.02,106.87,99.23,108.9,139.58,125.6,112.71,117.0,114.74,122.42,139.43,7.33,7.8,8.2,7.26,8.19,7.44,7.38,8.1,7.76,7.63,7.6,7.38,0.306283,26.09,29.77,27.66,25.52,28.25,27.15,27.58,29.14,28.61,28.44,28.13,27.87,11.26,15.25,5.35,6.14,4.61,16.75,13.71,9.43,11.54,7.73,9.29,13.5,1446.719971,195.350006,0.0,334.220001,92.07,2.62,124.564184
DOE Autogenerated 351,16f94210-e579-45b3-92a4-d2774a24b411,2020-06-30T21:52:22.573Z,2020-06-30T21:56:05.306Z,completed,completed normal,E,5.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,102.19,117.09,129.2,110.22,128.14,118.53,113.2,117.17,109.29,122.86,116.55,107.21,30.39,10.01,211.18,123.14,192.37,9.36,9.67,82.09,11.52,159.0,61.43,14.95,0.295379,27.66,33.54,32.45,27.17,32.22,31.53,32.34,29.43,33.32,30.86,30.57,31.32,19.98,23.01,0.01,0.96,0.04,28.74,29.3,12.31,32.37,0.05,5.62,13.94,1391.670044,29.200001,0.11,372.399994,915.099976,799.280029,166.332977
DOE Autogenerated 329,1722d704-1e96-43bd-9a92-683f2378275f,2020-06-30T21:49:02.055Z,2020-06-30T21:53:44.054Z,completed,completed normal,N,30.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,152.71,228.76,127.99,125.18,130.85,219.6,210.79,148.58,195.53,147.18,172.85,195.6,6.63,6.18,8.26,7.33,8.68,5.82,5.91,7.7,6.53,7.32,6.98,6.2,0.134045,28.15,34.09,26.95,25.59,27.52,31.99,32.85,29.74,33.4,28.31,30.46,30.94,9.46,16.39,0.45,1.23,0.31,21.2,22.19,2.54,17.41,2.05,7.43,12.56,2055.620117,652.630005,0.0,359.980011,83.529999,6.14,113.224214
DOE Autogenerated 165,172c6633-ec8b-47f7-baaf-d811e361f28f,2020-06-30T21:33:01.530Z,2020-06-30T21:37:23.890Z,completed,completed normal,ESW,15.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.02,215.48,121.4,117.39,122.82,206.22,198.53,140.59,184.22,139.81,163.66,184.74,6.6,6.15,8.13,7.25,8.65,5.8,5.89,7.6,6.53,7.25,6.94,6.19,0.488063,31.05,34.74,30.79,29.36,31.43,32.51,33.41,34.42,34.83,32.06,33.23,32.31,52.47,55.41,54.51,58.46,64.28,51.34,49.68,59.7,52.05,63.18,71.79,61.84,1938.890015,549.140015,0.0,390.119995,82.970001,5.58,694.724901
DOE Autogenerated 276,17a35031-25b0-4a27-bd13-ef764b8c9a79,2020-06-30T21:44:58.594Z,2020-06-30T21:48:22.543Z,completed,completed normal,E,30.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,108.24,152.02,106.87,99.23,108.9,139.58,125.6,112.71,117.0,114.74,122.42,139.43,7.33,7.8,8.2,7.26,8.19,7.44,7.38,8.1,7.76,7.63,7.6,7.38,0.226564,26.09,29.77,27.66,25.52,28.25,27.15,27.58,29.14,28.61,28.44,28.13,27.87,10.28,11.54,3.85,5.23,4.03,10.36,9.48,6.83,7.66,6.12,6.49,10.27,1446.719971,195.350006,0.0,334.220001,92.07,2.62,92.142895
DOE Autogenerated 212,185de408-a011-4ea9-988b-ccee5da4b749,2020-06-30T21:39:12.141Z,2020-06-30T21:42:45.067Z,completed,completed normal,W,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,95.87,113.9,123.31,104.63,122.47,115.29,110.8,110.21,105.52,117.17,109.6,100.45,29.15,9.84,186.52,121.23,178.02,9.4,9.7,90.96,10.88,151.52,64.87,13.02,0.185808,25.88,32.72,32.55,27.08,32.37,31.31,32.26,28.78,31.81,31.05,29.05,28.09,11.8,11.45,0.0,0.07,0.01,14.51,16.56,1.44,14.26,0.04,0.55,4.87,1329.22998,28.9,0.03,362.980011,875.109985,759.289978,75.567494
DOE Autogenerated 160,187d9681-8138-4671-b499-e8a4e8ff6bb9,2020-06-30T21:32:50.293Z,2020-06-30T21:37:14.944Z,completed,completed normal,ESW,10.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.02,215.48,121.74,117.58,123.07,206.22,198.53,140.47,184.22,139.71,163.66,184.74,6.6,6.15,8.2,7.29,8.75,5.8,5.89,7.6,6.53,7.26,6.94,6.19,0.491194,31.05,34.74,31.57,29.87,32.16,32.51,33.41,34.57,34.83,32.16,33.23,32.31,52.47,55.41,55.93,59.33,65.65,51.34,49.68,60.2,52.05,63.47,71.8,61.84,1939.459961,547.659973,0.0,392.410004,83.190002,5.8,699.182063
DOE Autogenerated 175,18901f70-379b-437c-955f-509719425095,2020-06-30T21:35:23.833Z,2020-06-30T21:40:10.811Z,completed,completed normal,ESW,25.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.44,215.48,121.74,118.55,123.74,206.27,198.64,140.81,184.4,140.45,163.76,184.91,6.58,6.15,8.0,7.15,8.36,5.8,5.89,7.62,6.52,7.26,6.95,6.19,0.457681,29.8,34.74,27.97,27.11,28.6,32.49,33.4,31.86,34.58,30.85,32.21,32.16,49.15,55.41,45.93,50.36,54.05,51.29,49.59,53.53,51.4,59.48,69.81,61.46,1943.180054,564.549988,0.0,375.779999,82.449997,5.06,651.478818
DOE Autogenerated 225,18f6970c-e975-4b76-bb4f-72a6df115830,2020-06-30T21:40:38.315Z,2020-06-30T21:44:22.972Z,completed,completed normal,ESW,25.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,97.05,113.21,124.34,105.8,123.63,116.4,111.71,111.66,105.21,118.31,110.76,100.31,20.93,9.77,179.29,100.97,164.53,9.39,9.69,59.85,10.51,132.74,46.06,11.47,0.177459,25.0,28.74,32.55,27.01,32.37,27.88,28.12,28.66,27.99,31.04,28.73,26.42,32.44,40.94,0.05,1.24,0.19,49.02,49.53,8.42,47.58,0.31,4.41,18.47,1338.380005,40.700001,0.03,344.529999,755.200012,639.380005,252.601712
DOE Autogenerated 257,1a4718b7-08b0-4af1-b848-aec9f6cc6362,2020-06-30T21:43:06.917Z,2020-06-30T21:46:18.815Z,completed,completed normal,W,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,107.89,149.12,108.38,100.51,110.86,135.25,122.34,114.03,115.48,114.93,121.13,137.31,7.29,7.76,8.49,7.36,8.49,7.38,7.35,8.14,7.7,7.64,7.56,7.36,0.455726,31.02,34.74,31.57,29.67,32.47,32.58,33.5,34.49,34.87,32.29,32.74,32.3,17.2,19.57,10.02,10.9,10.12,21.66,18.97,15.73,18.23,11.58,13.89,17.46,1437.22998,149.110001,0.0,392.23999,92.519997,3.07,185.342112
DOE Autogenerated 5,1a73f20f-3315-49b9-8513-3fcafbb321cf,2020-06-30T21:20:53.453Z,2020-06-30T21:24:41.361Z,completed,completed normal,ESW,5.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.58,200.98,119.07,114.43,120.07,192.4,185.62,135.72,173.07,135.12,155.24,172.75,6.59,6.1,7.91,7.15,8.35,5.76,5.85,7.63,6.47,7.3,6.92,6.13,0.492225,31.33,35.06,32.17,30.46,32.91,32.78,33.65,34.94,35.04,32.94,33.64,32.56,32.29,34.1,34.62,36.62,40.8,31.6,30.57,37.24,32.03,39.06,44.19,38.06,1842.050049,480.910004,0.0,397.48999,82.169998,4.78,431.169289
DOE Autogenerated 430,1a8e7fe0-8444-4137-bad2-a594dbad081d,2020-06-30T22:00:11.523Z,2020-06-30T22:03:06.195Z,completed,completed normal,ESW,30.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,110.71,158.26,108.32,100.69,110.48,145.38,129.63,114.41,119.5,116.98,125.76,144.78,7.28,7.82,8.5,7.33,8.37,7.43,7.35,8.08,7.73,7.65,7.58,7.39,0.321656,25.6,29.21,27.22,25.02,27.78,26.61,27.06,28.54,28.02,27.96,27.52,27.4,51.6,62.07,55.3,50.88,52.68,48.09,36.22,50.8,34.22,64.79,60.53,66.81,1484.910034,213.860001,0.0,327.950012,92.5,3.05,633.955743
DOE Autogenerated 419,1b756b38-6720-4191-a482-8d49f82a5b3b,2020-06-30T21:58:24.740Z,2020-06-30T22:01:36.182Z,completed,completed normal,N,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,108.62,153.6,107.88,100.36,109.97,138.07,123.24,113.49,115.51,115.98,122.34,141.18,7.32,7.75,8.75,7.49,8.69,7.35,7.32,8.2,7.74,7.73,7.59,7.34,0.159823,29.39,34.46,29.16,27.65,29.5,31.94,32.64,31.93,33.41,30.94,31.51,31.95,12.81,15.73,3.5,6.23,3.46,19.23,18.74,9.38,16.66,6.89,10.09,12.29,1450.26001,156.690002,0.0,374.480011,93.269997,3.82,134.998253
DOE Autogenerated 105,1c7f561b-0681-40ee-80e3-08061a695d5b,2020-06-30T21:28:59.850Z,2020-06-30T21:32:09.047Z,completed,completed normal,ESW,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.56,101.09,111.02,133.49,122.93,114.51,116.92,115.3,121.49,134.93,7.36,7.81,8.2,7.32,8.32,7.46,7.44,8.21,7.81,7.67,7.64,7.43,0.470909,31.32,35.06,32.12,30.2,33.14,32.83,33.72,34.91,35.09,32.77,33.39,32.54,35.41,35.78,34.64,32.05,33.74,33.65,30.42,36.39,31.53,36.51,35.6,36.78,1434.800049,155.25,0.0,397.089996,92.660004,3.21,412.49761
DOE Autogenerated 414,1c8ec7b8-da3a-42bf-9e97-1dd0a29b0683,2020-06-30T21:58:01.384Z,2020-06-30T22:01:09.356Z,completed,completed normal,N,15.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.44,153.76,109.08,101.24,111.68,138.32,123.71,114.85,116.29,116.43,122.66,141.19,7.33,7.75,9.08,7.58,8.91,7.35,7.32,8.32,7.73,7.74,7.59,7.34,0.181372,30.7,34.62,30.64,28.89,31.57,32.46,33.41,33.67,34.68,31.75,32.29,32.18,14.8,15.79,6.54,8.43,7.19,19.5,19.23,12.28,18.05,8.07,10.86,12.46,1458.650024,153.610001,0.0,386.859985,94.050003,4.6,153.200503
DOE Autogenerated 245,1cb963e7-70d6-4ea9-ba9a-6fb414c8c9ce,2020-06-30T21:41:37.323Z,2020-06-30T21:45:54.372Z,completed,completed normal,ESW,45.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,106.04,126.87,138.4,117.05,137.42,133.68,127.24,121.63,117.68,131.04,120.31,109.0,20.28,9.75,169.68,103.68,160.67,9.43,9.72,64.39,10.49,133.58,47.89,11.11,0.020954,24.84,27.69,32.55,27.0,32.37,25.6,26.16,28.66,27.45,31.04,28.72,26.3,2.52,6.22,0.05,0.64,0.19,9.35,4.38,1.45,2.83,0.31,0.73,1.15,1486.359985,57.849998,0.05,338.359985,750.669983,634.849976,29.827153
DOE Autogenerated 411,1e75732c-8ad4-4780-98d5-c179c230853a,2020-06-30T21:57:45.372Z,2020-06-30T22:01:06.082Z,completed,completed normal,E,15.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.44,153.76,109.08,101.24,111.68,138.32,123.71,114.85,116.29,116.43,122.66,141.19,7.33,7.75,9.08,7.58,8.91,7.35,7.32,8.32,7.73,7.74,7.59,7.34,0.385602,30.7,34.62,30.64,28.89,31.57,32.46,33.41,33.67,34.68,31.75,32.29,32.18,22.56,22.05,13.28,14.21,13.13,21.88,20.77,18.82,20.29,14.73,15.82,19.61,1458.650024,153.610001,0.0,386.859985,94.050003,4.6,217.139102
DOE Autogenerated 50,1f8bb192-71fb-4dff-bc5b-8e09f68bf0f0,2020-06-30T21:24:55.948Z,2020-06-30T21:29:48.793Z,completed,completed normal,ESW,50.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,147.81,212.84,128.52,124.4,131.19,204.62,196.97,145.77,184.93,146.52,167.94,185.49,6.62,6.15,7.78,7.16,8.06,5.82,5.88,7.67,6.53,7.35,6.97,6.22,0.092455,26.05,29.43,27.91,25.9,28.54,27.45,28.11,29.29,29.17,28.59,28.61,27.45,3.53,12.92,1.04,1.35,1.25,12.21,11.93,1.72,8.35,4.11,10.98,11.59,1977.0,607.22998,0.0,336.5,82.209999,4.82,80.987214
DOE Autogenerated 22,20da2df1-0aab-478e-a243-5e3cc18d0ce2,2020-06-30T21:20:55.608Z,2020-06-30T21:25:17.670Z,completed,completed normal,W,25.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.47,200.98,118.14,114.37,119.55,192.44,185.64,135.36,173.16,135.23,155.12,172.86,6.58,6.1,7.8,7.1,8.07,5.76,5.85,7.64,6.47,7.31,6.91,6.14,0.437074,30.26,35.06,29.02,28.12,29.71,32.77,33.63,32.68,34.87,31.81,32.84,32.44,9.18,11.37,5.14,6.93,5.81,11.52,11.73,8.61,11.63,6.88,10.01,10.57,1840.319946,491.200012,0.0,383.220001,81.720001,4.33,109.388135
DOE Autogenerated 269,20e3c917-9a1e-4c8e-b707-8258bc97dcb2,2020-06-30T21:44:43.344Z,2020-06-30T21:47:55.345Z,completed,completed normal,N,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,107.14,149.1,106.66,99.26,108.64,135.07,121.99,112.38,114.91,114.32,120.67,137.33,7.28,7.76,8.29,7.29,8.3,7.38,7.34,8.07,7.72,7.63,7.57,7.35,0.159571,29.77,34.65,29.51,28.02,29.88,32.23,32.93,32.4,33.83,31.25,31.91,32.14,9.22,11.36,2.51,4.48,2.45,13.89,13.54,6.74,12.03,4.96,7.28,8.88,1427.439941,152.160004,0.0,378.519989,91.980003,2.53,97.345507
DOE Autogenerated 214,20e4bddf-a422-4209-b9ed-b6d92107e59c,2020-06-30T21:39:14.040Z,2020-06-30T21:43:05.357Z,completed,completed normal,N,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,95.87,113.9,123.31,104.63,122.47,115.29,110.8,110.21,105.52,117.17,109.6,100.45,29.15,9.84,186.52,121.23,178.02,9.4,9.7,90.96,10.88,151.52,64.87,13.02,0.09604,25.88,32.72,32.55,27.08,32.37,31.31,32.26,28.78,31.81,31.05,29.05,28.09,1.95,9.12,0.0,0.05,0.01,16.03,18.31,0.16,10.82,0.02,0.08,2.01,1329.22998,28.9,0.03,362.980011,875.109985,759.289978,58.588729
DOE Autogenerated 402,21c173fa-b1b5-4c89-a702-475cd1c4a45b,2020-06-30T21:57:10.704Z,2020-06-30T22:00:25.022Z,completed,completed normal,W,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.59,153.76,109.83,101.64,112.38,138.32,123.71,115.36,116.29,116.56,122.7,141.19,7.34,7.75,9.39,7.67,9.12,7.35,7.32,8.4,7.74,7.79,7.59,7.34,0.455988,30.92,34.62,31.49,29.41,32.36,32.46,33.41,34.27,34.7,32.07,32.38,32.18,23.82,27.1,13.96,15.09,14.04,29.99,26.27,21.8,25.24,16.05,19.23,24.18,1461.319946,153.020004,0.0,390.26001,94.790001,5.35,256.775146
